ADC,Support,Wins,Total Games,Winrate
81,35,7,19,0.3684210526315789
133,26,4,5,0.8
222,157,2,4,0.5
1,412,2,2,1.0
119,157,0,3,0.0
17,161,2,6,0.3333333333333333
236,134,9,22,0.4090909090909091
498,86,1,1,1.0
51,36,7,14,0.5
222,33,4,5,0.8
157,238,1,1,1.0
157,267,4,8,0.5
222,85,3,7,0.42857142857142855
222,19,0,2,0.0
498,427,2,8,0.25
96,113,2,6,0.3333333333333333
81,27,0,3,0.0
17,43,5,10,0.5
222,115,5,10,0.5
202,50,1,3,0.3333333333333333
202,154,0,2,0.0
96,98,10,12,0.8333333333333334
74,63,1,2,0.5
4,53,3,10,0.3
115,43,28,59,0.4745762711864407
18,113,1,14,0.07142857142857142
16,236,0,1,0.0
119,238,2,2,1.0
51,86,3,7,0.42857142857142855
498,48,11,19,0.5789473684210527
56,432,0,1,0.0
96,36,0,1,0.0
29,34,11,17,0.6470588235294118
18,68,1,2,0.5
115,161,6,17,0.35294117647058826
4,57,1,4,0.25
21,115,7,17,0.4117647058823529
6,16,3,10,0.3
11,267,2,3,0.6666666666666666
157,497,13,21,0.6190476190476191
126,267,3,4,0.75
10,25,0,2,0.0
81,36,1,4,0.25
104,117,21,38,0.5526315789473685
498,113,10,24,0.4166666666666667
81,113,6,17,0.35294117647058826
26,12,1,1,1.0
119,79,32,66,0.48484848484848486
9,45,0,1,0.0
236,30,3,8,0.375
4,201,1,3,0.3333333333333333
85,98,1,5,0.2
222,163,13,24,0.5416666666666666
42,161,10,21,0.47619047619047616
21,238,1,4,0.25
119,114,1,1,1.0
110,31,2,3,0.6666666666666666
8,117,1,2,0.5
67,62,1,5,0.2
6,43,2,9,0.2222222222222222
202,22,2,9,0.2222222222222222
51,202,0,1,0.0
96,134,1,1,1.0
203,43,2,3,0.6666666666666666
119,121,1,1,1.0
119,36,3,4,0.75
115,99,9,17,0.5294117647058824
117,412,1,2,0.5
498,421,0,1,0.0
30,267,0,2,0.0
29,35,12,21,0.5714285714285714
236,58,2,2,1.0
236,105,5,6,0.8333333333333334
41,412,2,3,0.6666666666666666
150,412,0,2,0.0
119,103,2,6,0.3333333333333333
21,105,4,5,0.8
21,498,0,3,0.0
6,9,2,2,1.0
22,36,2,3,0.6666666666666666
15,245,2,3,0.6666666666666666
21,164,4,8,0.5
127,89,0,1,0.0
17,45,3,4,0.75
51,32,6,10,0.6
498,163,14,31,0.45161290322580644
67,36,6,10,0.6
429,34,1,2,0.5
81,51,1,1,1.0
236,4,4,14,0.2857142857142857
18,17,21,33,0.6363636363636364
29,76,0,8,0.0
22,154,3,15,0.2
29,59,5,6,0.8333333333333334
104,57,2,7,0.2857142857142857
236,80,6,17,0.35294117647058826
18,245,2,4,0.5
133,161,4,5,0.8
96,24,0,1,0.0
222,13,1,3,0.3333333333333333
74,99,0,1,0.0
42,497,14,29,0.4827586206896552
81,32,5,11,0.45454545454545453
81,61,11,24,0.4583333333333333
85,111,7,17,0.4117647058823529
222,150,1,2,0.5
51,62,5,7,0.7142857142857143
202,20,9,17,0.5294117647058824
412,43,1,2,0.5
81,30,2,7,0.2857142857142857
110,78,7,21,0.3333333333333333
161,40,2,2,1.0
67,164,4,9,0.4444444444444444
202,80,3,4,0.75
81,22,4,13,0.3076923076923077
115,17,3,8,0.375
412,40,0,2,0.0
110,427,4,7,0.5714285714285714
55,497,1,2,0.5
41,35,0,1,0.0
29,420,2,4,0.5
34,412,1,2,0.5
110,79,12,27,0.4444444444444444
203,37,0,3,0.0
498,81,3,10,0.3
202,115,7,11,0.6363636363636364
22,4,4,10,0.4
498,45,44,91,0.4835164835164835
21,80,3,9,0.3333333333333333
67,76,10,20,0.5
412,267,0,3,0.0
157,43,7,10,0.7
222,23,1,1,1.0
498,115,9,18,0.5
67,82,1,2,0.5
236,50,1,6,0.16666666666666666
15,17,5,15,0.3333333333333333
18,60,3,3,1.0
20,57,0,1,0.0
119,154,5,13,0.38461538461538464
29,154,6,14,0.42857142857142855
498,74,4,10,0.4
119,32,1,5,0.2
222,427,5,10,0.5
110,14,11,16,0.6875
81,5,1,3,0.3333333333333333
21,60,0,1,0.0
429,238,0,1,0.0
67,58,2,2,1.0
17,54,1,3,0.3333333333333333
7,117,2,3,0.6666666666666666
6,37,4,7,0.5714285714285714
67,75,1,5,0.2
15,21,1,8,0.125
157,33,1,1,1.0
29,22,5,12,0.4166666666666667
15,54,9,17,0.5294117647058824
119,62,1,3,0.3333333333333333
498,103,3,5,0.6
222,50,0,3,0.0
17,39,1,1,1.0
21,59,4,7,0.5714285714285714
236,5,5,10,0.5
222,5,4,4,1.0
103,33,0,1,0.0
61,44,1,1,1.0
22,76,4,9,0.4444444444444444
202,59,1,4,0.25
39,43,0,1,0.0
126,37,2,3,0.6666666666666666
202,76,4,5,0.8
236,2,3,5,0.6
29,9,29,55,0.5272727272727272
18,22,3,10,0.3
67,31,8,18,0.4444444444444444
498,34,6,18,0.3333333333333333
4,43,4,13,0.3076923076923077
133,27,1,1,1.0
61,40,1,1,1.0
18,101,5,12,0.4166666666666667
22,92,0,2,0.0
103,111,2,3,0.6666666666666666
498,85,9,12,0.75
202,81,0,8,0.0
96,33,2,6,0.3333333333333333
21,19,2,3,0.6666666666666666
6,161,0,3,0.0
61,43,1,1,1.0
222,35,5,13,0.38461538461538464
82,57,1,3,0.3333333333333333
110,113,2,8,0.25
222,7,5,8,0.625
51,498,0,1,0.0
157,37,2,4,0.5
51,103,2,8,0.25
4,16,6,10,0.6
104,3,0,1,0.0
9,1,1,2,0.5
86,40,2,2,1.0
203,117,3,8,0.375
81,122,1,3,0.3333333333333333
498,20,7,16,0.4375
37,25,1,2,0.5
412,12,1,1,1.0
16,37,1,1,1.0
81,19,2,2,1.0
236,75,3,4,0.75
157,57,5,9,0.5555555555555556
238,3,1,1,1.0
222,51,1,4,0.25
29,24,1,2,0.5
18,34,7,8,0.875
133,9,2,4,0.5
91,84,1,1,1.0
429,10,2,3,0.6666666666666666
119,5,1,3,0.3333333333333333
51,33,11,19,0.5789473684210527
13,143,0,1,0.0
29,61,5,19,0.2631578947368421
51,127,3,5,0.6
222,236,2,2,1.0
96,14,7,10,0.7
119,164,4,10,0.4
81,31,4,10,0.4
10,89,1,2,0.5
10,12,0,2,0.0
42,3,1,3,0.3333333333333333
112,497,1,2,0.5
17,117,10,20,0.5
110,10,7,12,0.5833333333333334
161,16,1,1,1.0
51,8,0,3,0.0
133,34,0,2,0.0
51,74,9,18,0.5
85,45,1,4,0.25
84,497,0,1,0.0
17,12,3,6,0.5
17,201,5,8,0.625
15,107,1,1,1.0
64,61,0,1,0.0
15,11,0,1,0.0
429,23,0,1,0.0
18,33,2,5,0.4
59,3,0,1,0.0
17,105,0,1,0.0
67,222,0,1,0.0
110,154,4,5,0.8
15,64,2,6,0.3333333333333333
21,81,5,8,0.625
203,12,1,3,0.3333333333333333
115,154,1,2,0.5
498,58,2,2,1.0
4,90,0,1,0.0
96,245,0,1,0.0
222,55,0,1,0.0
119,133,1,1,1.0
1,89,2,2,1.0
4,223,1,2,0.5
96,81,3,4,0.75
17,101,0,1,0.0
21,33,4,7,0.5714285714285714
133,111,9,16,0.5625
26,89,0,2,0.0
81,420,2,5,0.4
42,85,1,2,0.5
119,163,12,21,0.5714285714285714
29,31,4,8,0.5
34,78,1,2,0.5
133,44,3,9,0.3333333333333333
33,16,0,1,0.0
202,30,2,4,0.5
107,57,0,1,0.0
157,223,1,3,0.3333333333333333
81,39,0,2,0.0
429,50,0,1,0.0
81,103,5,11,0.45454545454545453
15,34,0,3,0.0
222,68,2,3,0.6666666666666666
126,154,1,2,0.5
432,29,0,1,0.0
50,497,1,1,1.0
85,40,15,35,0.42857142857142855
150,115,0,1,0.0
203,90,1,1,1.0
126,40,1,2,0.5
161,43,2,3,0.6666666666666666
119,80,4,10,0.4
22,75,2,3,0.6666666666666666
51,23,0,2,0.0
17,427,0,1,0.0
115,26,8,13,0.6153846153846154
126,12,0,1,0.0
18,55,1,2,0.5
96,59,1,3,0.3333333333333333
4,117,3,7,0.42857142857142855
82,44,0,1,0.0
202,64,6,9,0.6666666666666666
110,60,1,1,1.0
15,101,4,11,0.36363636363636365
4,7,0,1,0.0
69,17,1,4,0.25
115,21,2,3,0.6666666666666666
15,50,1,2,0.5
119,105,4,7,0.5714285714285714
15,122,1,2,0.5
240,267,1,1,1.0
13,16,1,1,1.0
104,45,3,7,0.42857142857142855
34,223,0,1,0.0
67,33,4,10,0.4
15,163,5,7,0.7142857142857143
15,78,4,16,0.25
21,48,4,10,0.4
432,40,4,4,1.0
236,238,1,5,0.2
115,54,2,3,0.6666666666666666
15,48,5,9,0.5555555555555556
6,61,0,2,0.0
119,420,1,3,0.3333333333333333
6,143,4,6,0.6666666666666666
18,420,1,5,0.2
81,82,2,2,1.0
67,60,2,4,0.5
119,4,1,4,0.25
115,22,2,2,1.0
103,26,2,2,1.0
498,31,4,10,0.4
122,25,1,1,1.0
133,74,0,1,0.0
85,44,6,9,0.6666666666666666
29,74,4,6,0.6666666666666666
25,22,0,1,0.0
21,13,1,3,0.3333333333333333
17,44,2,7,0.2857142857142857
22,202,1,1,1.0
17,99,3,5,0.6
222,82,0,3,0.0
42,79,1,3,0.3333333333333333
16,412,1,1,1.0
15,154,3,5,0.6
22,33,2,6,0.3333333333333333
14,267,1,1,1.0
15,120,0,1,0.0
236,112,0,2,0.0
429,78,11,20,0.55
104,54,1,2,0.5
59,161,2,2,1.0
15,61,5,8,0.625
29,122,1,2,0.5
12,236,0,1,0.0
110,163,4,9,0.4444444444444444
117,25,0,1,0.0
29,103,4,7,0.5714285714285714
22,106,5,13,0.38461538461538464
85,61,1,1,1.0
15,79,7,15,0.4666666666666667
81,59,5,8,0.625
115,34,2,4,0.5
222,18,0,1,0.0
498,96,0,1,0.0
50,45,0,1,0.0
119,127,2,4,0.5
110,245,3,4,0.75
236,6,3,4,0.75
67,30,3,7,0.42857142857142855
45,267,2,4,0.5
104,17,1,3,0.3333333333333333
157,20,1,2,0.5
67,41,1,2,0.5
161,432,1,2,0.5
86,61,0,1,0.0
133,45,1,5,0.2
429,92,1,2,0.5
69,101,2,2,1.0
6,115,1,2,0.5
4,64,1,1,1.0
42,57,9,14,0.6428571428571429
45,16,2,5,0.4
22,60,2,4,0.5
18,50,2,5,0.4
126,82,1,1,1.0
51,50,1,5,0.2
119,55,0,3,0.0
21,222,1,1,1.0
67,86,1,3,0.3333333333333333
45,161,1,3,0.3333333333333333
42,163,1,3,0.3333333333333333
498,164,5,10,0.5
15,31,0,2,0.0
51,105,2,5,0.4
119,236,2,2,1.0
119,30,2,4,0.5
143,119,0,1,0.0
22,131,0,1,0.0
5,37,1,1,1.0
157,161,6,8,0.75
21,236,0,1,0.0
222,92,3,4,0.75
10,57,1,4,0.25
4,54,1,1,1.0
10,21,0,1,0.0
150,63,0,1,0.0
110,81,2,7,0.2857142857142857
51,110,1,1,1.0
11,79,1,1,1.0
61,12,1,1,1.0
90,412,1,2,0.5
45,432,1,3,0.3333333333333333
202,31,3,7,0.42857142857142855
143,43,1,1,1.0
4,35,0,1,0.0
498,80,0,5,0.0
498,154,6,18,0.3333333333333333
18,134,3,7,0.42857142857142855
82,497,0,3,0.0
55,43,1,2,0.5
55,40,1,2,0.5
126,54,1,1,1.0
39,497,1,2,0.5
110,85,2,5,0.4
420,69,0,1,0.0
13,412,2,2,1.0
117,12,0,1,0.0
1,498,0,2,0.0
157,143,5,6,0.8333333333333334
6,432,4,9,0.4444444444444444
11,25,0,2,0.0
22,80,6,8,0.75
236,29,0,2,0.0
82,37,2,6,0.3333333333333333
45,63,1,4,0.25
119,266,1,1,1.0
23,267,1,1,1.0
268,497,0,3,0.0
51,24,1,3,0.3333333333333333
15,68,0,1,0.0
69,412,4,7,0.5714285714285714
6,25,1,9,0.1111111111111111
203,76,0,1,0.0
96,35,2,4,0.5
104,7,2,3,0.6666666666666666
143,432,0,1,0.0
115,157,0,1,0.0
78,1,1,1,1.0
30,83,0,1,0.0
43,143,1,1,1.0
22,59,1,3,0.3333333333333333
81,69,0,4,0.0
22,41,1,4,0.25
17,267,6,12,0.5
24,17,1,2,0.5
51,11,2,2,1.0
15,164,2,6,0.3333333333333333
62,143,0,1,0.0
45,40,1,1,1.0
51,122,5,6,0.8333333333333334
51,7,7,16,0.4375
104,63,12,18,0.6666666666666666
26,117,0,1,0.0
21,154,3,7,0.42857142857142855
117,223,1,1,1.0
117,40,0,2,0.0
103,143,3,5,0.6
21,30,0,4,0.0
222,36,2,4,0.5
104,154,2,2,1.0
122,267,1,1,1.0
41,75,0,1,0.0
133,59,1,1,1.0
101,25,0,2,0.0
85,26,2,5,0.4
115,14,1,2,0.5
115,111,6,11,0.5454545454545454
104,78,2,4,0.5
42,4,1,3,0.3333333333333333
110,64,2,10,0.2
96,427,1,2,0.5
126,26,2,3,0.6666666666666666
29,80,3,8,0.375
21,32,7,14,0.5
45,497,3,3,1.0
10,16,1,2,0.5
429,113,2,6,0.3333333333333333
17,163,1,1,1.0
157,78,0,1,0.0
31,432,1,1,1.0
96,32,1,3,0.3333333333333333
51,222,1,2,0.5
105,80,1,1,1.0
429,31,2,7,0.2857142857142857
81,4,1,4,0.25
429,69,1,2,0.5
103,40,2,2,1.0
267,16,1,1,1.0
22,157,5,8,0.625
21,136,0,2,0.0
119,96,1,2,0.5
121,432,0,1,0.0
22,134,3,4,0.75
61,117,2,2,1.0
126,89,5,8,0.625
222,245,2,7,0.2857142857142857
50,43,0,1,0.0
92,63,0,1,0.0
432,17,1,1,1.0
126,497,2,3,0.6666666666666666
110,34,4,10,0.4
110,20,10,17,0.5882352941176471
236,86,1,4,0.25
115,9,1,2,0.5
105,201,1,1,1.0
15,134,0,1,0.0
22,23,0,1,0.0
119,91,0,1,0.0
203,432,0,1,0.0
222,22,4,10,0.4
22,245,2,6,0.3333333333333333
10,76,1,1,1.0
429,105,0,1,0.0
53,89,1,1,1.0
21,27,1,1,1.0
67,110,0,1,0.0
498,22,6,15,0.4
101,53,1,1,1.0
18,154,3,9,0.3333333333333333
69,63,2,3,0.6666666666666666
74,57,2,2,1.0
103,12,2,2,1.0
222,164,3,10,0.3
80,143,1,1,1.0
498,7,3,4,0.75
57,53,1,1,1.0
69,143,1,2,0.5
21,2,1,1,1.0
498,32,1,5,0.2
236,154,13,24,0.5416666666666666
45,143,0,1,0.0
22,266,1,2,0.5
498,6,0,1,0.0
10,143,1,1,1.0
115,81,0,1,0.0
157,79,2,3,0.6666666666666666
222,122,3,7,0.42857142857142855
17,1,3,4,0.75
268,37,1,2,0.5
104,110,1,1,1.0
1,497,2,4,0.5
29,82,1,2,0.5
11,117,0,1,0.0
42,90,1,6,0.16666666666666666
82,12,4,5,0.8
10,412,4,5,0.8
119,85,1,4,0.25
126,432,2,4,0.5
157,32,1,1,1.0
161,89,1,2,0.5
161,412,2,5,0.4
236,157,3,6,0.5
11,497,1,1,1.0
222,62,2,5,0.4
69,497,2,3,0.6666666666666666
4,63,3,5,0.6
110,51,1,1,1.0
119,60,2,2,1.0
45,43,3,4,0.75
69,99,1,1,1.0
202,7,2,4,0.5
202,86,2,2,1.0
1,43,3,3,1.0
202,35,4,13,0.3076923076923077
268,412,1,1,1.0
245,89,0,1,0.0
222,202,0,2,0.0
85,122,0,1,0.0
45,79,0,1,0.0
157,89,4,7,0.5714285714285714
115,78,1,2,0.5
69,16,0,2,0.0
92,113,1,1,1.0
202,85,1,6,0.16666666666666666
498,82,1,1,1.0
45,37,1,2,0.5
29,19,0,1,0.0
110,115,2,3,0.6666666666666666
85,81,1,1,1.0
223,26,0,1,0.0
15,58,1,1,1.0
29,64,1,6,0.16666666666666666
51,126,1,1,1.0
202,41,0,5,0.0
81,18,0,1,0.0
203,53,3,8,0.375
58,25,1,1,1.0
429,134,0,2,0.0
134,267,2,3,0.6666666666666666
91,267,1,1,1.0
498,268,0,2,0.0
202,134,1,3,0.3333333333333333
91,53,0,1,0.0
15,106,5,7,0.7142857142857143
15,157,2,3,0.6666666666666666
203,25,4,5,0.8
133,90,3,4,0.75
4,80,1,2,0.5
22,31,3,9,0.3333333333333333
14,432,2,3,0.6666666666666666
85,10,2,3,0.6666666666666666
103,43,2,3,0.6666666666666666
85,22,0,1,0.0
103,16,0,2,0.0
29,157,2,3,0.6666666666666666
222,203,1,2,0.5
81,92,3,6,0.5
105,497,0,1,0.0
78,40,0,1,0.0
222,59,3,8,0.375
17,143,10,18,0.5555555555555556
41,43,1,3,0.3333333333333333
63,57,0,1,0.0
134,45,1,2,0.5
119,33,3,6,0.5
6,22,1,2,0.5
74,53,2,6,0.3333333333333333
498,33,1,3,0.3333333333333333
51,82,0,2,0.0
4,99,3,5,0.6
29,36,2,2,1.0
498,51,0,1,0.0
99,412,0,2,0.0
161,22,1,1,1.0
2,26,1,1,1.0
107,267,1,1,1.0
117,106,0,1,0.0
119,134,3,4,0.75
119,136,1,2,0.5
157,201,5,8,0.625
498,24,0,1,0.0
133,115,0,1,0.0
85,90,3,5,0.6
498,30,2,4,0.5
126,34,1,1,1.0
103,98,0,1,0.0
45,57,2,2,1.0
1,41,0,1,0.0
236,19,1,3,0.3333333333333333
1,63,6,7,0.8571428571428571
103,101,2,2,1.0
17,4,0,1,0.0
59,89,2,2,1.0
4,161,2,4,0.5
29,81,3,4,0.75
15,115,0,4,0.0
202,4,0,4,0.0
103,497,0,2,0.0
17,81,2,2,1.0
4,40,3,4,0.75
222,8,1,2,0.5
30,16,1,1,1.0
6,3,1,4,0.25
240,25,0,1,0.0
45,54,0,1,0.0
7,43,1,4,0.25
22,164,8,13,0.6153846153846154
157,64,2,2,1.0
163,143,1,3,0.3333333333333333
39,16,1,1,1.0
76,267,0,1,0.0
15,136,0,1,0.0
119,61,8,14,0.5714285714285714
107,91,0,1,0.0
37,432,0,1,0.0
429,27,0,2,0.0
26,63,1,1,1.0
61,161,0,1,0.0
110,19,0,1,0.0
22,101,13,25,0.52
432,245,0,1,0.0
1,201,0,2,0.0
85,14,0,2,0.0
85,21,0,4,0.0
29,30,0,1,0.0
103,63,0,2,0.0
51,157,6,9,0.6666666666666666
104,98,1,3,0.3333333333333333
429,122,1,1,1.0
110,122,0,1,0.0
25,37,1,1,1.0
117,497,0,1,0.0
110,59,4,5,0.8
222,83,1,3,0.3333333333333333
51,254,1,2,0.5
17,57,1,6,0.16666666666666666
81,121,1,1,1.0
104,14,1,3,0.3333333333333333
63,89,0,1,0.0
81,126,0,1,0.0
110,74,3,6,0.5
8,89,0,1,0.0
11,57,0,1,0.0
10,45,0,1,0.0
81,50,1,4,0.25
18,30,1,2,0.5
498,420,0,1,0.0
203,163,1,1,1.0
117,1,0,1,0.0
29,68,2,3,0.6666666666666666
63,4,0,1,0.0
81,84,0,1,0.0
67,238,1,2,0.5
115,103,1,1,1.0
17,10,0,1,0.0
40,16,0,1,0.0
51,2,1,4,0.25
7,63,1,2,0.5
29,83,2,2,1.0
38,43,0,1,0.0
21,51,1,1,1.0
268,63,0,1,0.0
21,74,4,10,0.4
96,34,2,3,0.6666666666666666
51,83,1,4,0.25
236,245,5,11,0.45454545454545453
9,26,0,1,0.0
119,245,0,2,0.0
22,55,4,7,0.5714285714285714
429,115,1,2,0.5
202,245,0,2,0.0
17,20,1,1,1.0
15,36,1,1,1.0
21,202,1,1,1.0
143,427,0,1,0.0
432,25,1,1,1.0
6,99,6,8,0.75
157,63,2,3,0.6666666666666666
21,41,2,3,0.6666666666666666
51,41,2,6,0.3333333333333333
222,41,1,4,0.25
222,24,1,1,1.0
96,61,0,4,0.0
42,13,0,1,0.0
498,13,0,1,0.0
42,14,0,1,0.0
429,164,1,4,0.25
18,85,1,6,0.16666666666666666
117,115,1,1,1.0
14,497,0,1,0.0
15,85,2,6,0.3333333333333333
110,134,3,4,0.75
498,4,3,6,0.5
112,35,1,1,1.0
11,9,1,1,1.0
85,79,2,3,0.6666666666666666
18,5,2,4,0.5
432,412,3,4,0.75
15,150,0,1,0.0
29,13,0,3,0.0
45,53,3,7,0.42857142857142855
134,3,1,1,1.0
163,412,2,2,1.0
134,497,0,1,0.0
67,122,2,2,1.0
64,117,1,1,1.0
238,40,0,1,0.0
133,106,0,3,0.0
67,8,0,2,0.0
429,75,0,1,0.0
110,164,3,4,0.75
222,6,0,2,0.0
157,44,0,1,0.0
51,121,1,2,0.5
126,143,1,3,0.3333333333333333
115,27,0,1,0.0
238,78,0,1,0.0
18,498,0,1,0.0
51,131,1,2,0.5
67,254,1,2,0.5
92,16,1,2,0.5
10,43,2,3,0.6666666666666666
6,21,1,2,0.5
8,201,0,1,0.0
30,201,0,1,0.0
236,268,0,1,0.0
45,44,0,1,0.0
55,25,0,2,0.0
81,8,1,2,0.5
429,59,0,1,0.0
85,134,1,1,1.0
127,99,0,1,0.0
29,7,2,4,0.5
103,201,0,1,0.0
6,164,0,1,0.0
96,80,2,5,0.4
34,497,1,1,1.0
104,79,4,7,0.5714285714285714
34,37,0,1,0.0
17,26,3,6,0.5
240,497,1,1,1.0
143,117,0,1,0.0
115,79,3,4,0.75
133,57,3,7,0.42857142857142855
202,23,0,2,0.0
429,21,3,8,0.375
18,84,1,1,1.0
6,79,0,2,0.0
99,111,1,2,0.5
81,62,0,3,0.0
99,76,1,1,1.0
51,5,3,3,1.0
6,223,1,1,1.0
4,44,0,1,0.0
20,53,1,1,1.0
40,37,0,1,0.0
17,136,0,1,0.0
81,102,0,1,0.0
222,27,4,6,0.6666666666666666
22,86,3,5,0.6
429,154,1,5,0.2
429,103,1,2,0.5
51,238,3,3,1.0
429,101,2,4,0.5
429,32,3,5,0.6
10,40,0,1,0.0
